case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing,gt_cost_time,mu_cost_time,hit90_cost_time
123,0.868719882639488,0.8942559,1.0,0.8185488650366175,0.5979379,0.0,11,10.006814,1.0,19.41682271236784,58.24256,0.0,2.8068780091622787,3.3189695,1.0,47.73529795470834,29.088003,0.0,5.248351273665227,6.442788,1.0,0.08654519000857,0.042292126,1.0
124,0.7992692872802762,0.8306645,1.0,0.8828916359318246,0.9482302,1.0,10,10.027493,1.0,64.18851001722558,64.345146,1.0,39.519578290320574,30.7705,1.0,32.44629299019843,10.602206,1.0,2.3043664705750424,13.23016,1.0,0.22177727995192512,0.059038226,0.0
125,0.6077962512531396,0.5991227,1.0,0.8365476909277183,0.70714986,1.0,7,5.5088043,1.0,90.51557137988473,56.267704,1.0,15.679663325186949,20.505333,1.0,17.475191703879716,19.230488,1.0,1.285225575651482,2.5627344,1.0,0.20847049505961038,0.23502491,1.0
126,0.7979419557751231,0.8618484,1.0,0.6156685195213965,0.657854,1.0,13,12.076008,1.0,73.5645453519411,57.591805,1.0,28.751914081315395,29.727068,1.0,7.023659149301467,15.189153,1.0,22.691271236188122,27.303009,1.0,0.013410060789375611,0.016276697,1.0
127,0.5958042229766998,0.7880208,0.0,0.9744463592487891,0.83641917,1.0,15,13.701533,1.0,98.24100103625054,33.66925,0.0,3.6626613479690686,18.798601,0.0,39.06374452437645,22.488173,1.0,3.094105302653846,1.9216125,1.0,0.03720996226620345,0.044984616,1.0
128,0.7667956152378091,0.7480764,1.0,0.8280877491779312,0.6369496,0.0,13,13.665641,1.0,42.548138859207484,52.513084,1.0,6.927485160857772,14.0715275,1.0,1.768106990409335,4.951723,1.0,29.189187813537337,5.7195783,0.0,0.12224167713270043,0.23110108,1.0
129,0.7202306375873897,0.754001,1.0,0.8401987331547449,0.7325491,1.0,7,7.3239384,1.0,70.27176931630382,51.772522,1.0,1.1425792089269529,6.230907,0.0,4.100445658416409,2.5218945,1.0,9.869593661303174,12.780098,1.0,0.411541796996709,0.30482453,1.0
130,0.5032995816333428,0.66371286,1.0,0.9298285834103585,0.84603405,1.0,10,9.848467,1.0,73.63661714660913,60.210304,1.0,17.156855272094347,29.89512,1.0,4.299646754795106,17.072454,1.0,1.305011289922084,4.3250823,1.0,0.04138139691819808,0.05828644,1.0
131,0.6850896409651113,0.6852891,1.0,0.740795759822551,0.6093055,0.0,10,8.628455,1.0,94.71041734732168,49.92151,0.0,2.0288836560272965,5.5340986,1.0,38.32635971007185,19.875734,1.0,30.818887631167787,15.245674,1.0,0.1214045386944,0.07488113,1.0
132,0.5057850438886619,0.66112655,1.0,0.6725566908186157,0.85337996,1.0,16,9.856827,0.0,18.4253861202273,61.275795,0.0,10.14538411227076,30.146116,1.0,8.647944692951569,17.28747,1.0,1.545822496848808,4.064332,1.0,0.04473749430912982,0.058400724,1.0
133,0.9949061536283139,0.9946295,1.0,0.7184302167631793,0.6571336,1.0,11,12.001746,1.0,82.15126204923571,70.13009,1.0,6.569575784097961,17.834352,1.0,12.281466028546205,18.67706,1.0,11.083251691314395,13.531536,1.0,0.1113016693643933,0.21477796,1.0
134,0.8578886168219579,0.8936391,1.0,0.692674229842709,0.7136937,1.0,7,5.4649787,0.0,47.347367265029014,66.46767,1.0,11.0444713176413,12.586476,1.0,17.349496407685983,21.678991,1.0,7.787193534097351,22.585823,1.0,0.05075238483246573,0.056377064,1.0
135,0.918662327091238,0.8981569,1.0,0.8196353499558424,0.79688287,1.0,6,6.106376,1.0,21.38343250035652,56.231358,1.0,1.7861206028140186,2.0424316,1.0,25.000321558328256,32.875954,1.0,45.10239390090251,9.132278,0.0,0.06593409878673977,0.13868839,1.0
136,0.6667383355210246,0.6461246,1.0,0.875324167598412,0.87619424,1.0,10,10.199776,1.0,48.002600126460344,53.826427,1.0,1.2751640916712714,3.019769,1.0,37.06931216181577,34.071587,1.0,2.290792996356227,3.9446938,1.0,0.08613865707028757,0.14923002,1.0
137,0.8310786207401988,0.90219194,1.0,0.5784599291971797,0.56951094,1.0,10,8.0173855,0.0,94.03201783896695,48.33143,0.0,2.414963499036284,5.8090596,1.0,22.494374024891673,26.928156,1.0,4.220553136638046,13.510064,1.0,0.011568216011775862,0.022618039,1.0
138,0.7355835839571957,0.76663417,1.0,0.9866445396906782,0.95555896,1.0,13,12.881344,1.0,84.52494132599843,63.21427,1.0,1.2149561365919845,2.870863,0.0,31.350966981510275,31.96554,1.0,7.605270023857337,12.536787,1.0,0.045492673048911136,0.07998904,1.0
139,0.9219145909069839,0.82757604,1.0,0.9663595480363057,0.9077649,1.0,10,10.238957,1.0,51.500276217000035,62.015892,1.0,23.216703090764604,33.15012,1.0,1.7781719363009176,11.2293,1.0,37.9069026298843,7.468024,0.0,0.01581867060045562,0.03758515,1.0
140,0.7301280462321712,0.7750626,1.0,0.9120827649993593,0.8918903,1.0,12,9.939615,0.0,17.55678811576507,31.02954,1.0,12.315440102007782,12.029522,1.0,16.61008774125105,2.9439936,0.0,7.516196679441031,12.460793,1.0,0.10805900534856287,0.07088306,1.0
141,0.5121505742511949,0.52171445,1.0,0.7801633195405131,0.7112054,1.0,10,8.040297,1.0,89.92479731036313,50.93593,1.0,1.2762051692000496,8.765918,0.0,4.191081602217976,27.174984,0.0,1.2235695620624494,2.8843417,1.0,0.01667716811736161,0.21693619,0.0
142,0.9801747064980132,0.9670368,1.0,0.5195030857229805,0.5680923,1.0,16,15.179499,1.0,37.099623169208044,64.791885,1.0,2.096180470790747,2.5204377,1.0,20.065622679195098,25.061666,1.0,27.082640051993756,14.74551,1.0,0.02502715167264738,0.044624496,1.0
143,0.5996282007551874,0.59833556,1.0,0.9026190905359337,0.90352553,1.0,8,7.5988135,1.0,12.064345409015322,53.649136,0.0,1.8867419269273529,3.0954218,1.0,21.24697168882847,35.086594,1.0,1.8901627164252537,2.5641897,1.0,0.08709083144096433,0.17422971,1.0
144,0.6061214774532173,0.6211908,1.0,0.6469325938747754,0.7779771,0.0,14,12.349718,0.0,39.661360322238224,47.597805,1.0,37.4064640484449,21.097889,1.0,15.421944650959126,15.785337,1.0,11.533528941387601,18.17107,1.0,0.01844187696155201,0.017972002,1.0
145,0.9719110899882059,0.7926304,1.0,0.7535107165696752,0.88936377,1.0,5,5.410317,1.0,77.32728183891155,50.502785,1.0,47.55388872170616,34.050106,1.0,41.18719914291338,13.235153,0.0,6.185659625219486,5.604097,1.0,0.010541029021674695,0.035359792,1.0
146,0.5784555220115533,0.58335245,1.0,0.5464561802380792,0.55944204,1.0,6,5.2125044,1.0,26.5535582353081,56.761818,1.0,42.961265730985495,32.850563,1.0,4.731762217078161,18.19162,1.0,43.316313770302436,28.756075,1.0,0.012663845924619346,0.013727885,1.0
147,0.9428206170130972,0.93557495,1.0,0.5961349140466512,0.60342103,1.0,11,9.104,0.0,89.31367166272501,65.59111,1.0,5.496964037880148,10.069223,1.0,11.642602738238846,26.552975,0.0,2.509341654429645,14.520289,0.0,0.024044741012540297,0.03679262,1.0
148,0.5880669934358027,0.573743,1.0,0.5278955244596504,0.5462318,1.0,13,9.115654,0.0,76.48601716485334,45.754944,1.0,3.4332340000107067,14.483574,0.0,1.1123566604270683,4.323665,0.0,5.491620770687674,21.97953,1.0,0.011190980585753256,0.03861342,0.0
149,0.5181854602451863,0.6629076,1.0,0.8041986261743581,0.8498899,1.0,10,9.737975,1.0,51.16068047481998,60.498547,1.0,1.1922895157748927,30.071632,0.0,26.321841791328097,16.948353,1.0,2.8243017733830627,4.4450474,1.0,0.030168798164459536,0.058707688,1.0
150,0.885689694341143,0.8508689,1.0,0.6393460918797262,0.643217,1.0,12,11.468501,1.0,69.0533664702363,70.27566,1.0,1.5574271729743119,2.9706888,1.0,23.883215242514755,32.987774,1.0,4.597703120586035,17.032887,1.0,0.07662605754693246,0.105716504,1.0
151,0.908020714499981,0.8848283,1.0,0.6946900439396531,0.6977639,1.0,8,5.8273106,0.0,56.87663486910202,46.455242,1.0,9.882992897485314,18.40612,1.0,4.40986012205743,17.989182,1.0,5.192326187923881,19.898758,1.0,0.015022378032722595,0.019874508,1.0
152,0.8734727154797945,0.9022547,1.0,0.951765153350955,0.8905595,1.0,11,9.830502,1.0,99.84716124635617,46.128468,0.0,3.5346467374166406,5.911954,1.0,36.955418708562775,20.680792,1.0,2.9646560800471837,10.231723,1.0,0.03522297240238444,0.04213349,1.0
153,0.7537310538110651,0.6991024,0.0,0.7271164103145179,0.63878465,1.0,7,7.100138,1.0,27.7273230747728,37.269154,1.0,1.342217936655163,4.4731555,1.0,1.2277674910387137,5.860715,1.0,2.566882234881933,5.6449647,1.0,0.02049277760735396,0.111840345,0.0
154,0.7822004939505627,0.7770558,1.0,0.6858937082233968,0.58668107,1.0,16,15.817164,1.0,57.3339044645713,64.101456,1.0,12.701465262370414,7.7231717,1.0,6.630139965285633,12.328629,1.0,15.589514559427995,17.812977,1.0,0.24483433592782802,0.21708411,1.0
155,0.5882439294287666,0.649739,0.0,0.7254870791063353,0.6749423,1.0,10,10.456432,1.0,96.77808482500807,41.35142,0.0,1.8013094875241946,2.9710045,1.0,2.773704279501255,6.5457835,1.0,4.226034932862584,11.90757,1.0,0.060320804340069874,0.21042332,1.0
156,0.6532656014058769,0.6506881,1.0,0.9782719408930973,0.960405,1.0,15,14.711228,1.0,69.34630910666444,55.082207,1.0,1.2730626251626118,3.6062925,1.0,25.831636153481696,30.282465,1.0,5.8232257456560985,7.5133696,1.0,0.07015092708665824,0.14910337,1.0
157,0.8841296108053207,0.8510902,1.0,0.8973082633248647,0.94014287,1.0,10,9.765726,1.0,77.17507726239769,70.284225,1.0,23.523173879866018,32.485996,1.0,32.06265488128986,9.883841,1.0,17.005329416753423,13.638521,1.0,0.06062016394399624,0.09189754,1.0
158,0.6869549815237627,0.86478037,0.0,0.7725929257314887,0.8103987,1.0,7,5.1628494,0.0,12.806264487366965,46.489555,0.0,27.09530353579143,12.145448,1.0,2.378174701573066,7.703885,1.0,3.0125079523785474,15.917171,1.0,0.07362466435058064,0.03949715,1.0
159,0.9891768771081266,0.97958314,1.0,0.5884859949192358,0.71132386,1.0,15,15.309897,1.0,56.72927215020215,53.65209,1.0,2.329874105445559,6.81691,1.0,5.9657571319862495,5.7468724,1.0,5.8980300934285435,12.55841,1.0,0.0671599419058594,0.23512247,0.0
160,0.8166684372239632,0.8137196,1.0,0.8971256148320768,0.8208639,1.0,11,11.670671,0.0,13.782761787425606,41.27871,1.0,1.222348319847713,4.192024,1.0,2.091935830842855,2.918524,1.0,6.1219208882849045,13.145025,1.0,0.18852062207224607,0.19857681,1.0
161,0.565415159056943,0.5741355,1.0,0.7524429455664826,0.5789656,0.0,16,14.40726,0.0,53.09104714683926,63.97963,1.0,1.028995004242009,3.0333052,0.0,39.779214297361484,29.131285,1.0,33.10971057097559,26.24721,1.0,0.03518053611899459,0.02701834,1.0
162,0.8412820844549795,0.84385574,1.0,0.6436865841404711,0.8426964,0.0,10,9.9727125,1.0,81.27273560927924,51.17315,1.0,41.430961442286275,33.3401,1.0,13.02821799088479,12.388969,1.0,2.9630928509651837,4.337652,1.0,0.010873213092198637,0.029063793,1.0
163,0.8558400671365657,0.78540957,1.0,0.7559791327628962,0.748954,1.0,5,4.552679,1.0,18.49225204754957,47.9217,1.0,15.720935593933861,5.463784,1.0,37.03332307399617,16.682055,1.0,15.237026860167688,16.355915,1.0,0.2801460009694625,0.09607429,0.0
164,0.9935195274938566,0.9862798,1.0,0.7381514960418558,0.8440286,1.0,12,12.568504,1.0,48.86856990733303,42.42019,1.0,1.0851936938983862,4.9139733,0.0,2.827456965685308,12.046759,1.0,2.0859065413155635,11.545155,1.0,0.03765007359294799,0.17101836,1.0
165,0.6647667807220354,0.68272984,1.0,0.9236491765023345,0.8824667,1.0,13,10.448149,0.0,95.3711078633876,64.18731,0.0,1.0977422574331246,2.9661148,0.0,28.540666632600846,34.117363,1.0,16.865835238203548,21.63063,1.0,0.010976647916813562,0.020828597,1.0
166,0.7968598845931852,0.8024773,1.0,0.572801841426074,0.55977005,1.0,4,4.487037,1.0,95.37575648064012,46.882793,0.0,1.914228188788952,5.4590673,1.0,4.106057624219633,10.51882,1.0,23.10922676340979,21.185366,1.0,0.024347814233040964,0.059782494,1.0
167,0.9748313149163037,0.92137086,0.0,0.7238976786647551,0.66119653,1.0,10,10.5037365,1.0,89.55713606919464,49.18267,1.0,1.5031143544641734,4.4390945,1.0,3.0445100134949934,8.470004,1.0,40.54253268747193,14.704918,1.0,0.04292129432124606,0.19901983,1.0
168,0.6980446141519385,0.6683564,0.0,0.5312811492090429,0.5476426,1.0,12,9.607185,0.0,68.25635701465984,61.592262,1.0,1.6646234969566762,12.128037,0.0,2.2660117323026037,7.877043,1.0,38.84568702549771,21.516903,1.0,0.036009696457717205,0.13478447,1.0
169,0.9268185957413151,0.8555167,1.0,0.9372418165558287,0.9571497,1.0,4,4.7678986,1.0,98.94636762088813,65.08329,0.0,11.644615917922724,27.588243,1.0,30.49399758382163,10.017141,1.0,21.578817341829513,21.128714,1.0,0.02351956566759358,0.05443688,1.0
170,0.5085871245845486,0.5612436,0.0,0.5518212339687208,0.6922534,1.0,11,11.736627,0.0,54.82354443442719,56.889385,1.0,17.311258570097177,9.777025,1.0,4.867777136863028,3.3114517,1.0,5.001671340279726,13.524667,1.0,0.31095122801745806,0.31372827,1.0
171,0.8768275105385952,0.8312798,0.0,0.7897362190576493,0.79987365,1.0,8,8.185191,1.0,18.524931254646056,57.057686,1.0,1.5698439710991037,2.9433053,1.0,3.025417832958762,11.347766,1.0,2.408604095759981,17.23926,1.0,0.07025385134909598,0.26649606,0.0
172,0.9733639718901197,0.9602157,1.0,0.5465853315697343,0.7035339,1.0,15,15.383102,1.0,68.77381679000612,55.064877,1.0,1.9605858711961346,7.578786,1.0,5.840017009140521,3.1134772,1.0,3.326160102561717,12.279269,1.0,0.2706081273495168,0.30253437,1.0
173,0.9231776694308736,0.93146217,1.0,0.5176527554623227,0.63390976,0.0,13,10.98517,0.0,87.81842317466193,51.73312,1.0,18.475997368598435,27.127602,1.0,17.30796273129171,23.825602,1.0,2.85543086995482,8.689888,1.0,0.012368040070474887,0.022794658,1.0
174,0.5221339416054637,0.53042716,1.0,0.6009767958483122,0.5808899,1.0,14,12.773171,1.0,85.12816749875304,42.272842,1.0,27.236945722142526,12.759928,1.0,21.96013203997826,5.939262,0.0,14.686743665192393,6.181207,1.0,0.1966402101182553,0.09020583,1.0
175,0.8342512379452726,0.841386,1.0,0.6606947996092076,0.55277956,0.0,14,13.183558,1.0,93.7589077133962,74.043564,1.0,2.024836705743893,5.19515,1.0,19.191361408892924,33.495255,1.0,42.59551057006807,19.00219,0.0,0.03940050938856765,0.074506976,1.0
176,0.6509791605751494,0.6291629,1.0,0.7176754240295699,0.59755975,1.0,12,8.984353,0.0,94.57467148438337,47.195297,0.0,1.6752505826303925,13.443107,0.0,42.1822850321194,17.055708,0.0,1.1192222826388596,2.527951,1.0,0.14202201951238175,0.11870978,1.0
177,0.6507957887823095,0.6551115,1.0,0.9999357700856084,0.8375651,1.0,15,7.9632225,0.0,21.460325763756398,52.4986,1.0,40.19929578528307,27.09551,1.0,7.109703421847927,18.398113,1.0,14.259311754050927,3.9160645,0.0,0.1524369260621258,0.05545478,1.0
178,0.947632453118765,0.94005215,1.0,0.5599951927676048,0.7054824,1.0,8,8.341114,1.0,52.43480004718054,38.355934,1.0,3.2735819832635507,4.368658,1.0,1.6244064810897005,5.38708,1.0,29.886332184003585,12.032446,1.0,0.03578408376520029,0.16814688,0.0
179,0.6883648982881765,0.86327696,0.0,0.8906169001407319,0.9447748,1.0,13,13.336986,1.0,85.8445265844125,72.017,1.0,45.89595646562831,32.24293,1.0,4.514976533736929,10.869135,1.0,6.087364190657168,16.27802,1.0,0.0953688511895612,0.09374388,1.0
180,0.6665608710114859,0.6574557,1.0,0.5208172735102619,0.6659021,0.0,11,8.380628,0.0,58.28644024558005,49.348785,1.0,4.62134942748565,15.816676,1.0,9.164626617332935,14.954412,1.0,1.4483562762650672,5.4854665,1.0,0.08558371194230445,0.16516168,1.0
181,0.8662702999608913,0.842997,1.0,0.8476787246764579,0.8619798,1.0,6,6.6632986,1.0,96.8748932879787,72.281906,0.0,1.2212238390767278,2.4168673,1.0,24.536524759376306,36.52077,1.0,30.447581344054715,15.693875,1.0,0.05872791991289791,0.14217874,0.0
182,0.5170985485987938,0.6603333,1.0,0.7258440905535952,0.8547652,1.0,16,9.981678,0.0,91.33346444662038,60.87749,1.0,13.684841081374255,30.501844,1.0,27.570224537747485,17.725687,1.0,3.199643705426624,4.1626472,1.0,0.018246776831773635,0.06065374,1.0
183,0.9189143671985964,0.9300925,1.0,0.5954076214940914,0.6501379,1.0,9,9.88112,0.0,88.32417288891166,59.750496,1.0,1.1165105199407597,3.3443458,1.0,7.670776963468964,19.089178,1.0,3.1806141306746127,20.216696,1.0,0.05875977913321857,0.20159347,1.0
184,0.5376147241165986,0.5334772,1.0,0.6536171259985211,0.64590573,1.0,10,6.405318,0.0,29.006260021272936,47.04244,1.0,23.358007889934168,17.160452,1.0,27.589794169487465,17.34743,1.0,4.17579648365743,3.1951904,1.0,0.15586142696552444,0.0771769,1.0
185,0.7060122575037502,0.69832325,1.0,0.5469616431114364,0.5672053,1.0,14,14.609496,1.0,42.99051019113161,60.121624,1.0,4.63313272840152,4.949181,1.0,2.685024700621998,10.279051,1.0,1.6980047716173567,18.102089,0.0,0.08427811953792325,0.22794473,1.0
186,0.8055413268762724,0.81809926,1.0,0.742891257122885,0.65650696,0.0,12,12.782963,1.0,12.508724996664727,37.416664,1.0,6.740394110078374,4.492042,1.0,18.27936408025165,11.889425,1.0,8.394396890742255,3.3036184,1.0,0.2071361657404358,0.12006956,1.0
187,0.5928402390698126,0.5582639,1.0,0.8955332089720975,0.67495376,1.0,14,14.837173,0.0,62.22084983418056,56.952866,1.0,10.901695113181923,9.771471,1.0,2.5624105229802416,2.9904609,1.0,1.3090614182214795,13.616057,1.0,0.45921413046885534,0.29890954,1.0
188,0.9633111115365517,0.9329261,1.0,0.8646018274038438,0.5947234,0.0,8,7.76207,1.0,29.48791634419209,50.054634,1.0,1.2526968658779554,2.324829,1.0,27.481910783685912,30.502777,1.0,3.9270950152039994,4.6020327,1.0,0.035163828915771675,0.036396533,1.0
189,0.7049734363168122,0.7390703,1.0,0.7851223482441577,0.93876845,0.0,14,12.120388,1.0,68.1989534164626,74.47811,1.0,46.52536490695674,38.574554,1.0,9.9148454952629,7.1623697,1.0,15.92549230897516,14.326797,1.0,0.09055307386458239,0.14226654,1.0
190,0.8117315973831607,0.9179138,1.0,0.5236326004364761,0.52844214,1.0,12,8.017775,0.0,40.214464349408956,45.5297,1.0,20.945001232499457,30.245846,1.0,1.2292866479734548,2.6069663,1.0,2.06661686617126,6.486392,1.0,0.035871217747475814,0.036290277,1.0
191,0.6522862523597653,0.6667102,1.0,0.8932510471440964,0.9042388,1.0,8,6.8097744,1.0,13.580898781190804,52.97362,0.0,20.252859031579693,8.905715,0.0,14.713255976795734,18.086885,1.0,30.626057899114016,23.683455,1.0,0.011236892791845891,0.017394865,1.0
192,0.9739370197074271,0.9056062,1.0,0.6678911787157029,0.6573825,1.0,9,7.2128367,0.0,40.10023475541192,48.33294,1.0,14.882547276666878,21.132925,1.0,21.540432029331352,19.743004,1.0,9.566271809641712,9.766238,1.0,0.017604117348583085,0.022530943,1.0
193,0.6280729296375576,0.6292088,1.0,0.5593771578596847,0.54075634,1.0,6,5.8332257,1.0,80.96599891988697,46.476143,1.0,13.413673112523098,23.498472,1.0,1.5964667754088797,2.5202963,1.0,12.457775733847171,22.606049,1.0,0.05838226817139161,0.10620793,1.0
194,0.868882197029295,0.87385863,1.0,0.8357932687056799,0.8463875,1.0,7,6.5055475,1.0,85.2178070023802,48.520733,1.0,11.08855812632211,16.75927,1.0,4.871915894355608,3.068263,1.0,4.117684019089413,17.99871,1.0,0.12764171671753394,0.1708875,1.0
195,0.565748590110579,0.5637923,1.0,0.7484497919000903,0.9047353,0.0,13,10.918977,0.0,27.424353324015673,52.918636,1.0,2.507387525854813,2.9530044,1.0,36.7357780652616,27.249855,1.0,16.194962062317124,22.306568,1.0,0.02615308713096905,0.023079114,1.0
196,0.520755573570284,0.6598357,1.0,0.9698979530959337,0.85997534,1.0,10,9.813104,1.0,79.0110391978615,61.172215,1.0,15.054445264012049,29.892216,1.0,39.15907900135112,17.749702,1.0,1.1484663873646166,4.3444815,1.0,0.011357363275778007,0.057329718,1.0
197,0.611432980359615,0.61131126,1.0,0.8890541675302535,0.83522105,1.0,11,9.688113,1.0,28.052202468993148,40.24073,1.0,4.596889842747801,6.4423437,1.0,5.277947848644673,4.1497445,1.0,13.643873878491293,16.012907,1.0,0.05522820205848249,0.059527967,1.0
198,0.9064069302147285,0.87282485,1.0,0.8618833007086253,0.94170606,0.0,4,4.5761952,1.0,65.64910737969196,61.440845,1.0,5.957052783488756,8.468102,1.0,11.316946822671316,12.597992,1.0,9.321494423909208,19.610264,1.0,0.023013736576196375,0.037974272,1.0
199,0.9944599556145318,0.98401123,1.0,0.581966994005809,0.62448364,1.0,8,8.137972,1.0,96.05597664329754,52.293472,0.0,1.6805353638815346,4.183582,1.0,1.9244504769685191,14.834755,1.0,4.943365098802099,15.130703,1.0,0.025385601006280827,0.229918,0.0
